,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,indexOf,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
160,,32.0,,,,,,4383.272222153774,536.0,,,0.0,,gamble,2,,,,35.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
161,,35.0,,,,,,6708.366457487,567.0,,,0.0,,gamble,5,,,,36.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
162,,3.0,,,,,,0.0,0.0,,,517.0,,success,3,,,,37.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
163,,24.0,,,,,,4271.018420914691,0.0,,,424.0,,success,4,,,,38.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
164,,6.0,,,,,,0.0,0.0,,,730.0,,success,6,,,,39.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
165,,3.0,,,,,,6750.0,0.0,,,500.0,,success,3,,,,40.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
166,,31.0,,,,,,6653.12712657874,511.0,,,0.0,,gamble,1,,,,41.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
167,,5.0,,,,,,4227.028750412529,595.0,,,0.0,,gamble,5,,,,42.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
168,,6.0,,,,,,4232.7192314880585,482.0,,,0.0,,gamble,6,,,,43.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
169,,22.0,,,,,,4238.2704312273845,0.0,,,451.0,,success,2,,,,44.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
170,,33.0,,,,,,6750.0,531.0,,,0.0,,gamble,3,,,,45.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
171,,5.0,,,,,,1826.6319471303952,414.0,,,0.0,,gamble,5,,,,46.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
172,,86.0,,,,,,1858.3189045328577,0.0,,,440.0,,success,6,,,,47.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
173,,1.0,,,,,,0.0,0.0,,,415.0,,success,1,,,,48.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
174,,3.0,,,,,,6750.0,502.0,,,0.0,,gamble,3,,,,49.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
175,,32.0,,,,,,6750.0,588.0,,,0.0,,gamble,2,,,,50.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
176,,1.0,,,,,,4357.8988831347215,0.0,,,438.0,,success,1,,,,51.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
177,,5.0,,,,,,6750.0,446.0,,,0.0,,gamble,5,,,,52.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
178,,25.0,,,,,,6750.0,0.0,,,500.0,,success,5,,,,53.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
179,,33.0,,,,,,1733.2851135313094,674.0,,,0.0,,gamble,3,,,,54.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
180,,4.0,,,,,,1649.6166303569291,592.0,,,0.0,,gamble,4,,,,55.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
181,,75.0,,,,,,2074.7999880106695,560.0,,,0.0,,gamble,5,,,,56.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
182,,24.0,,,,,,6611.738368267897,0.0,,,493.0,,success,4,,,,57.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
183,,3.0,,,,,,4350.880829583964,491.0,,,0.0,,gamble,3,,,,58.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
184,,31.0,,,,,,1923.5489749618982,496.0,,,0.0,,gamble,1,,,,59.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
185,,6.0,,,,,,1789.5884991085234,457.0,,,0.0,,gamble,6,,,,60.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
186,,1.0,,,,,,1661.0710185886783,0.0,,,473.0,,success,1,,,,61.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
187,,2.0,,,,,,0.0,0.0,,,519.0,,success,2,,,,62.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
188,,34.0,,,,,,1763.7234108565228,607.0,,,0.0,,gamble,4,,,,63.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
189,,2.0,,,,,,1766.140022933694,542.0,,,0.0,,gamble,2,,,,64.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
190,,4.0,,,,,,0.0,0.0,,,454.0,,success,4,,,,65.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
191,,3.0,,,,,,0.0,0.0,,,510.0,,success,3,,,,66.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
192,,2.0,,,,,,6692.992368064797,498.0,,,0.0,,gamble,2,,,,67.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
193,,3.0,,,,,,1738.7169136119403,539.0,,,0.0,,gamble,3,,,,68.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
194,,31.0,,,,,,4322.371368925217,618.0,,,0.0,,gamble,1,,,,69.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
195,,22.0,,,,,,6750.0,0.0,,,0.0,,fail,2,,,,70.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
196,,3.0,,,,,,4268.047730584367,493.0,,,0.0,,gamble,3,,,,71.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
197,,26.0,,,,,,6699.447012551806,0.0,,,576.0,,success,6,,,,72.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
198,,21.0,,,,,,4136.602911998743,0.0,,,553.0,,success,1,,,,73.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
199,,6.0,,,,,,0.0,0.0,,,466.0,,success,6,,,,74.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
200,,21.0,,,,,,1714.4943916306293,0.0,,,552.0,,success,1,,,,75.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
201,,4.0,,,,,,0.0,0.0,,,566.0,,success,4,,,,76.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
202,,4.0,,,,,,6680.85489135931,610.0,,,0.0,,gamble,4,,,,77.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
203,,25.0,,,,,,1562.6929366909205,0.0,,,510.0,,success,5,,,,78.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
204,,1.0,,,,,,1905.6285173628755,0.0,,,490.0,,success,1,,,,79.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
205,,34.0,,,,,,6647.372750133252,568.0,,,0.0,,gamble,4,,,,80.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
206,,1.0,,,,,,0.0,0.0,,,497.0,,success,1,,,,81.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
207,,4.0,,,,,,4283.3576253714355,595.0,,,0.0,,gamble,4,,,,82.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
208,,23.0,,,,,,6693.213915819899,0.0,,,473.0,,success,3,,,,83.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
209,,4.0,,,,,,6702.059056918822,664.0,,,0.0,,gamble,4,,,,84.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
210,,33.0,,,,,,4130.8963510327985,561.0,,,0.0,,gamble,3,,,,85.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
211,,2.0,,,,,,4021.2169539230185,522.0,,,0.0,,gamble,2,,,,86.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
212,,26.0,,,,,,4240.759455623089,0.0,,,504.0,,success,6,,,,87.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
213,,2.0,,,,,,1740.819923812466,614.0,,,0.0,,gamble,2,,,,88.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
214,,2.0,,,,,,0.0,0.0,,,521.0,,success,2,,,,89.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
215,,5.0,,,,,,4410.119196709914,527.0,,,0.0,,gamble,5,,,,90.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
216,,35.0,,,,,,1658.9783040552309,595.0,,,0.0,,gamble,5,,,,91.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
217,,5.0,,,,,,1797.2228573674583,544.0,,,0.0,,gamble,5,,,,92.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
218,,2.0,,,,,1485371.0,4274.624959765282,491.0,,,0.0,,gamble,2,,,,93.0,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
219,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
220,4.0,,,,,,,,,,,,postquestionnaire,,,submit,,,,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,
221,,,,,,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,,,,,,,,,,,,,,,
222,,,,,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,,,,,,,,,,,,,,,,
223,,,,,,,,,,,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,,,,,,,,,,
224,,,,A1G187YBG0DVMQ:3WETL7AQWT8MF70RDD9BDAN6QIR53E,,,,,,,,,,,,,,,,,
225,,,Begin,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
226,,,NextPage,,,,,,,0.0,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,3602.0
227,,,NextPage,,,,,,,1.0,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,25143.0
228,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,65343.0
229,,,PrevPage,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,49975.0
230,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,13800.0
231,,,PrevPage,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,26047.0
232,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,22039.0
233,,,PrevPage,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,6839.0
234,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,7782.0
235,,,PrevPage,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,6831.0
236,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,9039.0
237,,,FinishInstructions,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,24249.0
238,,2.0,,,,,,4223.768928758515,0.0,,,388.0,,success,2,,,,1.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
239,,1.0,,,,,,0.0,0.0,,,389.0,,success,1,,,,2.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
240,,4.0,,,,,,6750.0,0.0,,,445.0,,success,4,,,,3.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
241,,5.0,,,,,,1678.426001290276,0.0,,,472.0,,success,5,,,,4.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
242,,22.0,,,,,,1820.2423544368294,0.0,,,475.0,,success,2,,,,5.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
243,,4.0,,,,,,1900.4968247435254,0.0,,,492.0,,success,4,,,,6.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
244,,6.0,,,,,,6735.295544718849,0.0,,,517.0,,success,6,,,,7.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
245,,36.0,,,,,,1856.5693396704107,0.0,,,518.0,,success,6,,,,8.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
246,,5.0,,,,,,4367.957953143481,0.0,,,486.0,,success,5,,,,9.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
247,,1.0,,,,,,6750.0,0.0,,,449.0,,success,1,,,,10.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
248,,1.0,,,,,,4429.177946780269,0.0,,,405.0,,success,1,,,,11.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
249,,3.0,,,,,,0.0,0.0,,,420.0,,success,3,,,,12.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
250,,34.0,,,,,,4251.484918084515,0.0,,,463.0,,success,4,,,,13.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
251,,4.0,,,,,,0.0,0.0,,,388.0,,success,4,,,,14.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
252,,5.0,,,,,,6679.882357333071,0.0,,,463.0,,success,5,,,,15.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
253,,22.0,,,,,,6727.399220787829,0.0,,,465.0,,success,2,,,,16.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
254,,3.0,,,,,,1769.9494946823058,0.0,,,461.0,,success,3,,,,17.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
255,,23.0,,,,,,1667.2943009834994,0.0,,,528.0,,success,3,,,,18.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
256,,1.0,,,,,,4206.118316616368,0.0,,,395.0,,success,1,,,,19.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
257,,25.0,,,,,,6665.4611040478985,0.0,,,460.0,,success,5,,,,20.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
258,,26.0,,,,,,4224.728008809545,0.0,,,419.0,,success,6,,,,21.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
259,,32.0,,,,,,4207.312535241073,0.0,,,455.0,,success,2,,,,22.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
260,,22.0,,,,,,4186.379545962924,0.0,,,487.0,,success,2,,,,23.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
261,,5.0,,,,,,1707.7695988006326,0.0,,,419.0,,success,5,,,,24.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
262,,2.0,,,,,,1586.7654703315081,0.0,,,393.0,,success,2,,,,25.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
263,,5.0,,,,,,0.0,0.0,,,444.0,,success,5,,,,26.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
264,,33.0,,,,,,1613.7956575231237,0.0,,,427.0,,success,3,,,,27.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
265,,3.0,,,,,,6750.0,0.0,,,0.0,,fail,3,,,,28.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
266,,21.0,,,,,,1726.1303023244127,0.0,,,501.0,,success,1,,,,29.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
267,,1.0,,,,,,6750.0,0.0,,,514.0,,success,1,,,,30.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
268,,3.0,,,,,,0.0,0.0,,,438.0,,success,3,,,,31.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
269,,35.0,,,,,,4243.3944629895295,0.0,,,615.0,,success,5,,,,32.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
270,,5.0,,,,,,4252.515121416551,0.0,,,495.0,,success,5,,,,33.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
271,,1.0,,,,,,1758.5918899522107,0.0,,,453.0,,success,1,,,,34.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
272,,4.0,,,,,,0.0,0.0,,,395.0,,success,4,,,,35.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
273,,2.0,,,,,,1902.0626157353736,0.0,,,402.0,,success,2,,,,36.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
274,,4.0,,,,,,6750.0,0.0,,,539.0,,success,4,,,,37.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
275,,31.0,,,,,,6750.0,0.0,,,444.0,,success,1,,,,38.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
276,,36.0,,,,,,4352.290734833708,0.0,,,390.0,,success,6,,,,39.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
277,,2.0,,,,,,0.0,0.0,,,427.0,,success,2,,,,40.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
278,,6.0,,,,,,0.0,0.0,,,439.0,,success,6,,,,41.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
279,,2.0,,,,,,4102.87176711124,0.0,,,0.0,,fail,2,,,,42.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
280,,33.0,,,,,,6716.186434477002,609.0,,,0.0,,gamble,3,,,,43.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
281,,3.0,,,,,,1898.811082800983,0.0,,,503.0,,success,3,,,,44.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
282,,3.0,,,,,,4253.176262785543,0.0,,,413.0,,success,3,,,,45.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
283,,3.0,,,,,,0.0,0.0,,,540.0,,success,3,,,,46.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
284,,33.0,,,,,,4110.25282552346,679.0,,,0.0,,gamble,3,,,,47.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
285,,34.0,,,,,,1728.2792956533042,0.0,,,487.0,,success,4,,,,48.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
286,,23.0,,,,,,6582.111722266492,0.0,,,467.0,,success,3,,,,49.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
287,,6.0,,,,,,0.0,0.0,,,478.0,,success,6,,,,50.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
288,,6.0,,,,,,1626.554106725889,0.0,,,406.0,,success,6,,,,51.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
289,,86.0,,,,,,2114.5954407049485,0.0,,,424.0,,success,6,,,,52.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
290,,21.0,,,,,,4232.788247576343,0.0,,,463.0,,success,1,,,,53.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
291,,26.0,,,,,,2001.8951074222837,0.0,,,472.0,,success,6,,,,54.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
292,,4.0,,,,,,4135.786061447867,0.0,,,0.0,,fail,4,,,,55.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
293,,4.0,,,,,,0.0,0.0,,,435.0,,success,4,,,,56.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
294,,3.0,,,,,,6639.146672366576,0.0,,,457.0,,success,3,,,,57.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
295,,6.0,,,,,,4231.162931623314,0.0,,,426.0,,success,6,,,,58.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
296,,34.0,,,,,,6750.0,533.0,,,0.0,,gamble,4,,,,59.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
297,,6.0,,,,,,6714.649755129446,0.0,,,494.0,,success,6,,,,60.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
298,,75.0,,,,,,1855.111751997926,749.0,,,0.0,,gamble,5,,,,61.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
299,,2.0,,,,,,6665.519130995758,0.0,,,479.0,,success,2,,,,62.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
300,,35.0,,,,,,6750.0,0.0,,,0.0,,fail,5,,,,63.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
301,,25.0,,,,,,1592.696950834829,0.0,,,354.0,,success,5,,,,64.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
302,,24.0,,,,,,6750.0,0.0,,,390.0,,success,4,,,,65.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
303,,4.0,,,,,,1817.2761406597406,0.0,,,397.0,,success,4,,,,66.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
304,,24.0,,,,,,1798.011749464738,0.0,,,0.0,,fail,4,,,,67.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
305,,24.0,,,,,,4254.020797637813,0.0,,,407.0,,success,4,,,,68.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
306,,31.0,,,,,,4093.746711657805,0.0,,,0.0,,earlyFail,1,,,,69.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
307,,3.0,,,,,,4213.954376230584,0.0,,,355.0,,success,3,,,,70.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
308,,23.0,,,,,,4282.31208530604,0.0,,,358.0,,success,3,,,,71.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
309,,4.0,,,,,,4359.013074865216,0.0,,,433.0,,success,4,,,,72.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
310,,32.0,,,,,,1756.2214772076625,978.0,,,0.0,,gamble,2,,,,73.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
311,,25.0,,,,,,4238.522247508953,0.0,,,415.0,,success,5,,,,74.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
312,,32.0,,,,,,6750.0,513.0,,,0.0,,gamble,2,,,,75.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
313,,5.0,,,,,,6714.252000530941,0.0,,,437.0,,success,5,,,,76.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
314,,26.0,,,,,,6750.0,0.0,,,465.0,,success,6,,,,77.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
315,,2.0,,,,,,0.0,0.0,,,349.0,,success,2,,,,78.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
